container;schiff;sea_etd_pol;sea_eta_pod;sea_dat_ank_hafen;sea_dat_cont_entl;sea_dat_abf_hafen;sea_dat_ank_vz;pod_id;pod_name;pod_land
OTPU6045261;APL CHONGQING;03.04.2021 00:00;06.05.2021 00:00;07.05.2021 00:00;08.05.2021 00:00;09.05.2020 00:00;11.05.2021 00:00;RTM;Rotterdam;NL
MRKU4858060;POLAR ECUARDOR;16.04.2021 00:00;30.04.2021 00:00;02.05.2021 00:00;02.05.2021 00:00;05.05.2021 00:00;07.05.2021 00:00;ANR;Antwerpen;BE
MSDU4115815;MSC DIANA;15.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;23.04.2021 00:00;25.04.2021 00:00;07.05.2021 00:00;GOA;Genoa;IT
TEMU1737317;GENOVA;17.03.2021 00:00;13.04.2021 00:00;24.04.2021 00:00;26.04.2021 00:00;04.05.2021 00:00;10.05.2021 00:00;SPE;La Spezia;IT
4410-9288-103.110;COSCO SHIPPING CAPRICORN;14.04.2021 00:00;23.05.2021 00:00;26.05.2021 00:00;27.05.2021 00:00;31.05.2021 00:00;09.06.2021 00:00;RTM;Rotterdam;NL
TTNU5168335;MSC AMSTERDAM;17.03.2021 00:00;19.04.2021 00:00;19.04.2021 00:00;21.04.2021 00:00;25.04.2021 00:00;08.05.2021 00:00;ANR;Antwerpen;BE
GLDU3913093;AL MASHRAB;26.03.2021 00:00;25.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;07.05.2021 00:00;10.05.2021 00:00;SPE;La Spezia;IT
GLDU0438410;MARCHEN MAERSK;11.03.2021 00:00;21.04.2021 00:00;21.04.2021 00:00;23.04.2021 00:00;24.04.2021 00:00;08.05.2021 00:00;ANR;Antwerpen;BE
TGBU7472046;MARCHEN MAERSK;13.03.2021 00:00;21.04.2021 00:00;21.04.2021 00:00;23.04.2021 00:00;24.04.2021 00:00;08.05.2021 00:00;ANR;Antwerpen;BE
SGH210009474;RAIL;12.05.2021 00:00;22.05.2021 00:00;10.06.2021 00:00;10.06.2021 00:00;17.06.2021 00:00;23.06.2021 00:00;MAA;Malaszewicze;PL
MEDU8116704;MSC NEW YORK;11.04.2021 00:00;14.05.2021 00:00;14.05.2021 00:00;15.05.2021 00:00;18.05.2021 00:00;22.05.2021 00:00;ANR;Antwerpen;BE
TTNU4861005;MSC MIRJA;18.03.2021 00:00;19.05.2021 00:00;19.05.2021 00:00;20.05.2021 00:00;28.05.2021 00:00;03.06.2021 00:00;ANR;Antwerpen;BE
TCLU5792341;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;28.04.2021 00:00;08.05.2021 00:00;SPE;La Spezia;IT
UETU5739886;XIN YAN TIAN;11.04.2021 00:00;07.05.2021 00:00;07.05.2021 00:00;07.05.2021 00:00;11.05.2021 00:00;19.05.2021 00:00;GOA;Genoa;IT
HLXU1011254;AL MASHRAB;26.03.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;11.05.2021 00:00;18.05.2021 00:00;GOA;Genoa;IT
TRHU1019273;APL MIAMI;18.04.2021 00:00;09.05.2021 00:00;11.05.2021 00:00;11.05.2021 00:00;14.05.2021 00:00;20.05.2021 00:00;RTM;Rotterdam;NL
HLBU1779693;ONE MILLAU;19.03.2021 00:00;20.04.2021 00:00;25.04.2021 00:00;26.04.2021 00:00;27.04.2021 00:00;08.05.2021 00:00;GOA;Genoa;IT
MRKU0815840;MUMBAI MAERSK;18.03.2021 00:00;15.04.2021 00:00;15.04.2021 00:00;16.04.2021 00:00;23.04.2021 00:00;06.05.2021 00:00;RTM;Rotterdam;NL
4340-9288-104.011;COSCO SHIPPING CAPRICORN;16.04.2021 00:00;23.05.2021 00:00;26.05.2021 00:00;27.05.2021 00:00;31.05.2021 00:00;09.06.2021 00:00;RTM;Rotterdam;NL
TEMU6453078;MAYSSAN;20.04.2021 00:00;17.05.2021 00:00;17.05.2021 00:00;17.05.2021 00:00;21.05.2021 00:00;28.05.2021 00:00;GOA;Genoa;IT
HLBU3116880;XIN YAN TIAN;11.04.2021 00:00;07.05.2021 00:00;07.05.2021 00:00;07.05.2021 00:00;11.05.2021 00:00;18.05.2021 00:00;GOA;Genoa;IT
TTNU8820452;AL NEFUD;22.03.2021 00:00;10.05.2021 00:00;10.05.2021 00:00;12.05.2021 00:00;23.05.2021 00:00;;RTM;Rotterdam;NL
MEDU1708907;MSC SVEVA;01.04.2021 00:00;25.04.2021 00:00;29.04.2021 00:00;01.05.2021 00:00;06.05.2021 00:00;15.05.2021 00:00;ANR;Antwerpen;BE
TEMU1483070;CONSTANTIA;04.05.2021 00:00;01.06.2021 00:00;01.06.2021 00:00;01.06.2021 00:00;03.06.2021 00:00;09.06.2021 00:00;ANR;Antwerpen;BE
HAMU1172800;APL ANTWERP;16.05.2021 00:00;01.06.2021 00:00;01.06.2021 00:00;01.06.2021 00:00;04.06.2021 00:00;10.06.2021 00:00;GOA;Genoa;IT
TGBU6059491;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;23.04.2021 00:00;30.04.2021 00:00;12.05.2021 00:00;SPE;La Spezia;IT
TCKU6043037;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;23.04.2021 00:00;30.04.2021 00:00;12.05.2021 00:00;SPE;La Spezia;IT
HLBU2589342;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;23.04.2021 00:00;30.04.2021 00:00;12.05.2021 00:00;SPE;La Spezia;IT
HJMU4418584;COSCO SHIPPING ALPS;04.04.2021 00:00;28.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;12.05.2021 00:00;SPE;La Spezia;IT
CMAU6726042;CSCL SATURN;08.04.2021 00:00;04.05.2021 00:00;04.05.2021 00:00;05.05.2021 00:00;07.05.2021 00:00;15.05.2021 00:00;SPE;La Spezia;IT
MEDU1676440;MSC BARI;04.04.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;08.05.2021 00:00;15.05.2021 00:00;ANR;Antwerpen;BE
GESU1196989;COSCO SHIPPING ALPS;27.03.2021 00:00;28.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;12.05.2021 00:00;SPE;La Spezia;IT
MEDU3689323;MARIBO MAERSK;01.04.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;17.05.2021 00:00;18.05.2021 00:00;RTM;Rotterdam;NL
MSCU6701827;MSC MINA;23.03.2021 00:00;25.04.2021 00:00;27.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;14.05.2021 00:00;GOA;Genoa;IT
TEMU6705570;ONE MILLAU;26.03.2021 00:00;22.04.2021 00:00;22.04.2021 00:00;24.04.2021 00:00;30.04.2021 00:00;12.05.2021 00:00;SPE;La Spezia;IT
TCLU4634399;THALASSA TYHI;10.03.2021 00:00;01.05.2021 00:00;01.05.2021 00:00;03.05.2021 00:00;05.05.2021 00:00;14.05.2021 00:00;ANR;Antwerpen;BE
TCLU2790936;MONTE AZUL;12.03.2021 00:00;23.04.2021 00:00;23.04.2021 00:00;23.04.2021 00:00;30.04.2021 00:00;14.05.2021 00:00;RTM;Rotterdam;NL
HLBU1913436;XIN YAN TIAN;19.04.2021 00:00;07.05.2021 00:00;07.05.2021 00:00;07.05.2021 00:00;11.05.2021 00:00;15.05.2021 00:00;GOA;Genoa;IT
MSDU4112009;MSC MINA;23.03.2021 00:00;25.04.2021 00:00;27.04.2021 00:00;27.04.2021 00:00;29.04.2021 00:00;14.05.2021 00:00;GOA;Genoa;IT
BMOU3071566;ONE MILLAU;19.03.2021 00:00;20.04.2021 00:00;25.04.2021 00:00;26.04.2021 00:00;30.04.2021 00:00;14.05.2021 00:00;GOA;Genoa;IT
SUDU6130870;ASTRID SCHULTE;26.04.2021 00:00;19.05.2021 00:00;16.05.2021 00:00;16.05.2021 00:00;20.05.2021 00:00;21.05.2021 00:00;RTM;Rotterdam;NL
GATU1368001;BALTIC BRIDGE;06.05.2021 00:00;25.05.2021 00:00;25.05.2021 00:00;26.05.2021 00:00;04.06.2021 00:00;10.06.2021 00:00;GOA;Genoa;IT
TGHU1177955;XIN YAN TIAN;22.04.2021 00:00;07.05.2021 00:00;07.05.2021 00:00;08.05.2021 00:00;13.05.2021 00:00;15.05.2021 00:00;GOA;Genoa;IT
MSCU7317945;MSC SASHA;10.04.2021 00:00;23.04.2021 00:00;24.04.2021 00:00;24.04.2021 00:00;06.05.2021 00:00;17.05.2021 00:00;RTM;Rotterdam;NL
CMAU5018291;CSCL SATURN;08.04.2021 00:00;04.05.2021 00:00;04.05.2021 00:00;05.05.2021 00:00;07.05.2021 00:00;15.05.2021 00:00;SPE;La Spezia;IT
GLDU3396302;MSC SVEVA;01.04.2021 00:00;29.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;06.05.2021 00:00;15.05.2021 00:00;ANR;Antwerpen;BE
MSCU4595496;MSC SVEVA;27.03.2021 00:00;19.04.2021 00:00;29.04.2021 00:00;01.05.2021 00:00;06.05.2021 00:00;15.05.2021 00:00;ANR;Antwerpen;BE
PONU1940134;MOSCOW MAERSK;24.03.2021 00:00;25.04.2021 00:00;29.04.2021 00:00;29.04.2021 00:00;12.05.2021 00:00;15.05.2021 00:00;RTM;Rotterdam;NL
MEDU1329781;MSC MINA;23.03.2021 00:00;27.04.2021 00:00;27.04.2021 00:00;27.04.2021 00:00;29.04.2021 00:00;14.05.2021 00:00;GOA;Genoa;IT
UETU2797718;HMM STOCKHOLM;15.03.2021 00:00;14.04.2021 00:00;25.04.2021 00:00;28.04.2021 00:00;05.05.2021 00:00;14.05.2021 00:00;RTM;Rotterdam;NL
4369-9288-103.015;ONE EAGLE;17.04.2021 00:00;06.06.2021 00:00;10.06.2021 00:00;12.06.2021 00:00;15.06.2021 00:00;22.06.2021 00:00;RTM;Rotterdam;NL
4110-9186-103.459;AL MURAYKH;22.04.2021 00:00;25.05.2021 00:00;25.05.2021 00:00;26.05.2021 00:00;31.05.2021 00:00;07.06.2021 00:00;RTM;Rotterdam;NL
FCIU7448532;AL MANAMAH;25.03.2021 00:00;29.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;05.05.2021 00:00;14.05.2021 00:00;RTM;Rotterdam;NL
MRKU1016622;MONTE AZUL;12.03.2021 00:00;23.04.2021 00:00;23.04.2021 00:00;23.04.2021 00:00;30.04.2021 00:00;14.05.2021 00:00;RTM;Rotterdam;NL
FTAU1463740;MSC MINA;23.03.2021 00:00;27.04.2021 00:00;27.04.2021 00:00;27.04.2021 00:00;29.04.2021 00:00;14.05.2021 00:00;GOA;Genoa;IT
BMOU5832807;ZENITH LUMOS;20.03.2021 00:00;17.04.2021 00:00;17.04.2021 00:00;17.04.2021 00:00;23.04.2021 00:00;14.05.2021 00:00;SPE;La Spezia;IT
MSDU4111872;MSC MINA;23.03.2021 00:00;25.04.2021 00:00;27.04.2021 00:00;27.04.2021 00:00;29.04.2021 00:00;12.05.2021 00:00;GOA;Genoa;IT
HAMU1231117;HMM LE HAVRE;29.03.2021 00:00;02.05.2021 00:00;02.05.2021 00:00;05.05.2021 00:00;15.05.2021 00:00;20.05.2021 00:00;RTM;Rotterdam;NL
FCIU9264093;MSC MINA;23.03.2021 00:00;27.04.2021 00:00;27.04.2021 00:00;27.04.2021 00:00;29.04.2021 00:00;14.05.2021 00:00;GOA;Genoa;IT
DFSU7126988;MSC ELOANE;30.03.2021 00:00;07.05.2021 00:00;07.05.2021 00:00;07.05.2021 00:00;11.05.2021 00:00;18.05.2021 00:00;GOA;Genoa;IT
CAIU3539127;TOKYO TRIUMPH;11.04.2021 00:00;12.05.2021 00:00;12.05.2021 00:00;14.05.2021 00:00;14.05.2021 00:00;20.05.2021 00:00;SPE;La Spezia;IT
TCNU4686240;COSCO SHIPPING ALPS;27.03.2021 00:00;28.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;04.05.2021 00:00;15.05.2021 00:00;SPE;La Spezia;IT
EGHU3301989;TOKYO TRIUMPH;04.04.2021 00:00;15.05.2021 00:00;15.05.2021 00:00;16.05.2021 00:00;19.05.2021 00:00;20.05.2021 00:00;GOA;Genoa;IT
HLXU1210940;ULSAN EXPRESS;16.03.2021 00:00;15.04.2021 00:00;15.04.2021 00:00;16.04.2021 00:00;16.04.2021 00:00;23.04.2021 00:00;GOA;Genoa;IT
4870-9288-102.012;ONE COLUMBA;27.02.2021 00:00;13.04.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;10.05.2021 00:00;18.05.2021 00:00;BSL;Basel;CH
SLSU8029300;ULSAN EXPRESS;16.03.2021 00:00;15.04.2021 00:00;15.04.2021 00:00;15.04.2021 00:00;16.04.2021 00:00;27.04.2021 00:00;GOA;Genoa;IT
TEMU1612583;ONE MILLAU;19.03.2021 00:00;20.04.2021 00:00;25.04.2021 00:00;26.04.2021 00:00;27.04.2021 00:00;11.05.2021 00:00;GOA;Genoa;IT
GLDU3788896;AL MASHRAB;27.03.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;06.05.2021 00:00;;GOA;Genoa;IT
FSCU7212530;NYK CONSTELLATION;18.01.2021 00:00;23.02.2021 00:00;24.02.2021 00:00;24.02.2021 00:00;01.03.2021 00:00;05.03.2021 00:00;ANR;Antwerpen;BE
BEAU5349604;AL MASHRAB;27.03.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;12.05.2021 00:00;GOA;Genoa;IT
HLBU2048693;ONE STORK;08.04.2021 00:00;11.05.2021 00:00;11.05.2021 00:00;12.05.2021 00:00;19.05.2021 00:00;21.05.2021 00:00;RTM;Rotterdam;NL
MNBU3514711;MUNICH MAERSK;25.01.2021 00:00;26.02.2021 00:00;25.02.2021 00:00;25.02.2021 00:00;27.02.2021 00:00;08.03.2021 00:00;RTM;Rotterdam;NL
TCLU4416838;COSCO GLORY;19.03.2021 00:00;21.04.2021 00:00;21.04.2021 00:00;21.04.2021 00:00;23.04.2021 00:00;05.05.2021 00:00;SPE;La Spezia;IT
CARU5780736;MOSCOW MAERSK;28.03.2021 00:00;09.05.2021 00:00;09.05.2021 00:00;10.05.2021 00:00;12.05.2021 00:00;19.05.2021 00:00;ANR;Antwerpen;BE
EMCU3912787;TOKYO TRIUMPH;04.04.2021 00:00;15.05.2021 00:00;15.05.2021 00:00;16.05.2021 00:00;18.05.2021 00:00;19.05.2021 00:00;GOA;Genoa;IT
4340-9288-103.073;ONE HONG KONG;07.04.2021 00:00;16.05.2021 00:00;16.05.2021 00:00;17.05.2021 00:00;21.05.2021 00:00;03.06.2021 00:00;RTM;Rotterdam;NL
BEAU5930244;MSC BARI;04.04.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;08.05.2021 00:00;18.05.2021 00:00;ANR;Antwerpen;BE
TCNU8318816;PAXI;25.04.2021 00:00;13.05.2021 00:00;13.05.2021 00:00;13.05.2021 00:00;18.05.2021 00:00;21.05.2021 00:00;GOA;Genoa;IT
FCIU6444255;MSC LENI;19.01.2021 00:00;19.02.2021 00:00;19.02.2021 00:00;20.02.2021 00:00;24.02.2021 00:00;27.02.2021 00:00;GOA;Genoa;IT
MRKU8030469;MSC ISABELLA;14.03.2021 00:00;17.04.2021 00:00;26.04.2021 00:00;27.04.2021 00:00;12.05.2021 00:00;;RTM;Rotterdam;NL
FCIU9269109;MSC FEBE;25.03.2021 00:00;17.05.2021 00:00;17.05.2021 00:00;18.05.2021 00:00;21.05.2021 00:00;26.05.2021 00:00;SPE;La Spezia;IT
DRYU4037905;CSCL SATURN;03.04.2021 00:00;04.05.2021 00:00;04.05.2021 00:00;05.05.2021 00:00;11.05.2021 00:00;15.05.2021 00:00;SPE;La Spezia;IT
MEDU4004326;MSC SVEVA;27.03.2021 00:00;22.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;06.05.2021 00:00;15.05.2021 00:00;ANR;Antwerpen;BE
UACU8410190;UMM QARN;17.04.2021 00:00;13.05.2021 00:00;14.05.2021 00:00;15.05.2021 00:00;18.05.2021 00:00;21.05.2021 00:00;SPE;La Spezia;IT
HLBU3448400;NINGBO EXPRESS;22.03.2021 00:00;29.04.2021 00:00;29.04.2021 00:00;02.05.2021 00:00;14.05.2021 00:00;19.05.2021 00:00;SPE;La Spezia;IT
SZLU9474488;CMA CGM BENJAMIN FRANKLIN;29.03.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;08.05.2021 00:00;14.05.2021 00:00;RTM;Rotterdam;NL
TRHU2072689;MSC NEW YORK;08.04.2021 00:00;12.05.2021 00:00;12.05.2021 00:00;12.05.2021 00:00;19.05.2021 00:00;21.05.2021 00:00;RTM;Rotterdam;NL
MNBU3639180;MAERSK IZMIR;18.04.2021 00:00;13.05.2021 00:00;13.05.2021 00:00;13.05.2021 00:00;16.05.2021 00:00;18.05.2021 00:00;RTM;Rotterdam;NL
MEDU2320726;LONG BEACH EXPRESS;30.04.2021 00:00;20.05.2021 00:00;20.05.2021 00:00;20.05.2021 00:00;07.06.2021 00:00;08.06.2021 00:00;GOA;Genoa;IT
TCLU1552975;NYK REMUS;04.04.2021 00:00;18.05.2021 00:00;12.05.2021 00:00;12.05.2021 00:00;17.05.2021 00:00;21.06.2021 00:00;ANR;Antwerpen;BE
TCLU9919352;MOSCOW MAERSK;22.03.2021 00:00;25.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;12.05.2021 00:00;18.05.2021 00:00;RTM;Rotterdam;NL
4800-0746-103.011;ONE COLUMBA;13.03.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;10.05.2021 00:00;20.05.2021 00:00;RTM;Rotterdam;NL
FCIU2928740;ONE COLUMBA;08.03.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;17.05.2021 00:00;19.05.2021 00:00;RTM;Rotterdam;NL
MNBU0348788;MAERSK IZMIR;18.04.2021 00:00;13.05.2021 00:00;13.05.2021 00:00;13.05.2021 00:00;14.05.2021 00:00;17.05.2021 00:00;RTM;Rotterdam;NL
HLXU8512140;XIN YAN TIAN;22.04.2021 00:00;07.05.2021 00:00;07.05.2021 00:00;07.05.2021 00:00;11.05.2021 00:00;15.05.2021 00:00;GOA;Genoa;IT
CMAU7105585;CMA CGM SCANDOLA;18.03.2021 00:00;28.04.2021 00:00;28.04.2021 00:00;29.04.2021 00:00;02.05.2021 00:00;14.05.2021 00:00;GOA;Genoa;IT
BMOU2120250;MARIBO MAERSK;01.04.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;12.05.2021 00:00;;RTM;Rotterdam;NL
INBU5455090;COSCO GLORY;19.03.2021 00:00;21.04.2021 00:00;21.04.2021 00:00;21.04.2021 00:00;23.04.2021 00:00;05.05.2021 00:00;SPE;La Spezia;IT
EISU3963869;CSCL SATURN;28.03.2021 00:00;05.05.2021 00:00;08.05.2021 00:00;08.05.2021 00:00;13.05.2021 00:00;14.05.2021 00:00;GOA;Genoa;IT
SEGU3682346;MSC SAMAR;04.04.2021 00:00;17.05.2021 00:00;17.05.2021 00:00;18.05.2021 00:00;21.05.2021 00:00;26.05.2021 00:00;SPE;La Spezia;IT
UACU5313746;PAXI;03.04.2021 00:00;13.05.2021 00:00;14.05.2021 00:00;14.05.2021 00:00;18.05.2021 00:00;21.05.2021 00:00;GOA;Genoa;IT
APZU4744334;TOKYO TRIUMPH;17.04.2021 00:00;12.05.2021 00:00;12.05.2021 00:00;12.05.2021 00:00;14.05.2021 00:00;21.05.2021 00:00;SPE;La Spezia;IT
MNBU9013050;ASTRID SCHULTE;26.04.2021 00:00;19.05.2021 00:00;16.05.2021 00:00;16.05.2021 00:00;20.05.2021 00:00;21.05.2021 00:00;RTM;Rotterdam;NL
CAIU6713736;HMM LE HAVRE;03.04.2021 00:00;02.05.2021 00:00;02.05.2021 00:00;03.05.2021 00:00;05.05.2021 00:00;12.05.2021 00:00;RTM;Rotterdam;NL
4410-9288-102.028;ONE COLUMBA;09.03.2021 00:00;02.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;10.05.2021 00:00;20.05.2021 00:00;RTM;Rotterdam;NL
EGHU3358808;TOKYO TRIUMPH;05.04.2021 00:00;15.05.2021 00:00;15.05.2021 00:00;16.05.2021 00:00;20.05.2021 00:00;21.05.2021 00:00;GOA;Genoa;IT
EGSU3049314;CSCL SATURN;28.03.2021 00:00;05.05.2021 00:00;08.05.2021 00:00;08.05.2021 00:00;13.05.2021 00:00;14.05.2021 00:00;GOA;Genoa;IT
BMOU5832432;ULSAN EXPRESS;16.03.2021 00:00;15.04.2021 00:00;15.04.2021 00:00;16.04.2021 00:00;16.04.2021 00:00;30.04.2021 00:00;GOA;Genoa;IT
FCIU7483976;ULSAN EXPRESS;16.03.2021 00:00;15.04.2021 00:00;15.04.2021 00:00;16.04.2021 00:00;16.04.2021 00:00;29.04.2021 00:00;GOA;Genoa;IT
GLDU5727441;ONE MILLAU;30.03.2021 00:00;26.04.2021 00:00;25.04.2021 00:00;26.04.2021 00:00;27.04.2021 00:00;03.05.2021 00:00;GOA;Genoa;IT
MSKU4287717;MARIBO MAERSK;19.03.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;03.05.2021 00:00;11.05.2021 00:00;18.05.2021 00:00;RTM;Rotterdam;NL
FANU1325809;AL MASHRAB;26.03.2021 00:00;25.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;11.05.2021 00:00;15.05.2021 00:00;SPE;La Spezia;IT
MEDU4196168;MOSCOW MAERSK;28.03.2021 00:00;09.05.2021 00:00;09.05.2021 00:00;10.05.2021 00:00;12.05.2021 00:00;19.05.2021 00:00;ANR;Antwerpen;BE
CLHU2224742;MSC LAURENCE;09.04.2021 00:00;16.05.2021 00:00;16.05.2021 00:00;17.05.2021 00:00;22.05.2021 00:00;;ANR;Antwerpen;BE
FBIU0527999;MSC SVEVA;28.03.2021 00:00;29.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;05.05.2021 00:00;11.05.2021 00:00;ANR;Antwerpen;BE
MEDU1738732;MARIBO MAERSK;01.04.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;12.05.2021 00:00;;RTM;Rotterdam;NL
TEMU0486536;CSCL SATURN;28.03.2021 00:00;05.05.2021 00:00;08.05.2021 00:00;08.05.2021 00:00;13.05.2021 00:00;14.05.2021 00:00;GOA;Genoa;IT
MEDU4632214;MSC BARI;04.04.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;08.05.2021 00:00;18.05.2021 00:00;ANR;Antwerpen;BE
MSMU8576940;MSC SVEVA;01.04.2021 00:00;25.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;06.05.2021 00:00;15.05.2021 00:00;ANR;Antwerpen;BE
HLBU2816718;APL ANTWERP;16.05.2021 00:00;01.06.2021 00:00;01.06.2021 00:00;01.06.2021 00:00;04.06.2021 00:00;10.06.2021 00:00;GOA;Genoa;IT
EMCU6078111;TOKYO TRIUMPH;05.04.2021 00:00;15.05.2021 00:00;15.05.2021 00:00;16.05.2021 00:00;19.05.2021 00:00;20.05.2021 00:00;GOA;Genoa;IT
CMAU8390661;APL ANTWERP;07.05.2021 00:00;01.06.2021 00:00;01.06.2021 00:00;01.06.2021 00:00;04.06.2021 00:00;10.06.2021 00:00;GOA;Genoa;IT
TCLU2550405;MARIBO MAERSK;01.04.2021 00:00;05.05.2021 00:00;05.05.2021 00:00;06.05.2021 00:00;17.05.2021 00:00;;RTM;Rotterdam;NL
MSCU4374160;MSC FEBE;04.04.2021 00:00;17.05.2021 00:00;17.05.2021 00:00;19.05.2021 00:00;21.05.2021 00:00;26.05.2021 00:00;SPE;La Spezia;IT
EGHU3606437;TOKYO TRIUMPH;05.04.2021 00:00;15.05.2021 00:00;15.05.2021 00:00;16.05.2021 00:00;20.05.2021 00:00;21.05.2021 00:00;GOA;Genoa;IT
BMOU1476760;AL DAHNA;31.12.2020 00:00;01.03.2021 00:00;01.03.2021 00:00;02.03.2021 00:00;08.03.2021 00:00;09.03.2021 00:00;RTM;Rotterdam;NL
4810-9288-102.012;ONE HONG KONG;03.04.2021 00:00;16.05.2021 00:00;16.05.2021 00:00;17.05.2021 00:00;21.05.2021 00:00;03.06.2021 00:00;RTM;Rotterdam;NL
TCNU1802773;MAERSK IZMIR;31.03.2021 00:00;09.05.2021 00:00;10.05.2021 00:00;10.05.2021 00:00;11.05.2021 00:00;25.05.2021 00:00;ANR;Antwerpen;BE
HLXU5292571;ZEPHYR LUMOS;14.04.2021 00:00;18.05.2021 00:00;18.05.2021 00:00;20.05.2021 00:00;25.05.2021 00:00;29.05.2021 00:00;GOA;Genoa;IT
FSCU7767312;MSC LENI;19.01.2021 00:00;19.02.2021 00:00;19.02.2021 00:00;20.02.2021 00:00;24.02.2021 00:00;02.03.2021 00:00;GOA;Genoa;IT
FCIU3924116;MSC SVEVA;19.03.2021 00:00;29.04.2021 00:00;29.04.2021 00:00;30.04.2021 00:00;07.05.2021 00:00;14.05.2021 00:00;ANR;Antwerpen;BE
TCKU6452164;PAXI;25.04.2021 00:00;13.05.2021 00:00;13.05.2021 00:00;13.05.2021 00:00;18.05.2021 00:00;21.05.2021 00:00;GOA;Genoa;IT
MEDU7340094;MSC NEW YORK;11.04.2021 00:00;14.05.2021 00:00;14.05.2021 00:00;15.05.2021 00:00;18.05.2021 00:00;26.05.2021 00:00;ANR;Antwerpen;BE
TRHU2401784;MSC MIRJA;17.04.2021 00:00;19.05.2021 00:00;19.05.2021 00:00;19.05.2021 00:00;25.05.2021 00:00;01.06.2021 00:00;ANR;Antwerpen;BE
4410-9288-103.111;COSCO SHIPPING CAPRICORN;14.04.2021 00:00;23.05.2021 00:00;26.05.2021 00:00;27.05.2021 00:00;31.05.2021 00:00;09.06.2021 00:00;RTM;Rotterdam;NL
GLDU3284920;MSC MIRJA;17.04.2021 00:00;21.05.2021 00:00;19.05.2021 00:00;21.05.2021 00:00;25.05.2021 00:00;01.06.2021 00:00;ANR;Antwerpen;BE
APZU4872401;NYK ROMULUS;07.04.2021 00:00;18.05.2021 00:00;16.05.2021 00:00;16.05.2021 00:00;26.05.2021 00:00;21.06.2021 00:00;ANR;Antwerpen;BE
MSDU1286352;MSC LAURENCE;09.04.2021 00:00;16.05.2021 00:00;16.05.2021 00:00;17.05.2021 00:00;22.05.2021 00:00;;ANR;Antwerpen;BE
BMOU3070512;UMM QARN;12.04.2021 00:00;13.05.2021 00:00;14.05.2021 00:00;14.05.2021 00:00;18.05.2021 00:00;20.05.2021 00:00;SPE;La Spezia;IT
MEDU3935480;MSC BARI;28.03.2021 00:00;29.04.2021 00:00;02.05.2021 00:00;03.05.2021 00:00;17.05.2021 00:00;20.05.2021 00:00;RTM;Rotterdam;NL
UACU5871178;ZEPHYR LUMOS;07.04.2021 00:00;09.05.2021 00:00;09.05.2021 00:00;10.05.2021 00:00;14.05.2021 00:00;20.05.2021 00:00;SPE;La Spezia;IT
HLXU8581768;UMM QARN;12.04.2021 00:00;13.05.2021 00:00;14.05.2021 00:00;15.05.2021 00:00;18.05.2021 00:00;20.05.2021 00:00;SPE;La Spezia;IT
MSDU1086170;MSC LAURENCE;09.04.2021 00:00;16.05.2021 00:00;16.05.2021 00:00;17.05.2021 00:00;22.05.2021 00:00;;ANR;Antwerpen;BE
